chunk_id,source_type,source_name,file_name,file_path,chunk_index_in_file,chunk_size_words,overlap_words,chunk_words,chunk_chars,chunk_preview,chunk_text
pdf_Farming_Schemes_0258_000258,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,258,220,50,220,1339,"initiative also provides for free transport from home to institution, between facilities in case of a referral and drop back home. Similar entitlements have been put in place for all sick newborns accessing public health","initiative also provides for free transport from home to institution, between facilities in case of a referral and drop back home. Similar entitlements have been put in place for all sick newborns accessing public health institutions for treatment till 30 days after birth. This has now been expanded to cover sick infants: The scheme aims to eliminate out of pocket expenses incurred by the pregnant women and sick new borne while accessing services at Government health facilities. • The scheme is estimated to benefit more than 12 million pregnant women who access Government health facilities for their delivery. Moreover it will motivate those who still choose to deliver at their homes to opt for institutional deliveries. The following are the Free Entitlements for pregnant women: • Free and cashless delivery • Free C-Section • Free drugs and consumables 149 • Free diagnostics • Free diet during stay in the health institutions • Free provision of blood • Exemption from user charges • Free transport from home to health institutions • Free transport between facilities in case of referral • Free drop back from Institutions to home after 48hrs stay The following are the Free Entitlements for Sick newborns till 30 days after birth. This has now been expanded to cover sick infants: • Free treatment • Free drugs and consumables"
pdf_Farming_Schemes_0259_000259,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,259,220,50,220,1487,Free transport between facilities in case of referral • Free drop back from Institutions to home after 48hrs stay The following are the Free Entitlements for Sick newborns till 30 days after birth. This has now been expa,"Free transport between facilities in case of referral • Free drop back from Institutions to home after 48hrs stay The following are the Free Entitlements for Sick newborns till 30 days after birth. This has now been expanded to cover sick infants: • Free treatment • Free drugs and consumables • Free diagnostics • Free provision of blood • Exemption from user charges • Free Transport from Home to Health Institutions • Free Transport between facilities in case of referral • Free drop Back from Institutions to home Eligibility: Pregnant women and sick new born (up to 30 days after birth). Area of Operation : All States and Union Territories For detail Information visit: http://nhm.gov.in/images/pdf/programmes/jssk/guidelines/guidelines_for_jssk.pdf 150 11.13 Name of Scheme: National Health Mission (NHM) The National Health Mission (NHM) seeks to provide universal access to equitable, affordable and quality health care which is accountable, at the same time responsive, to the needs of the people, reduction of child and maternal deaths as well as population stabilization, gender and demographic balance. Type of scheme: Central Sector Scheme Year of Commencement: 2013 Objectives of the scheme: i. Reduction in child and maternal mortality ii. Prevention and control of communicable and non-communicable diseases, including locally endemic diseases. iii. Access to integrated comprehensive primary health care. iv. Population stabilisation, gender and demographic balance. v."
pdf_Farming_Schemes_0260_000260,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,260,220,50,220,1596,"Type of scheme: Central Sector Scheme Year of Commencement: 2013 Objectives of the scheme: i. Reduction in child and maternal mortality ii. Prevention and control of communicable and non-communicable diseases, including ","Type of scheme: Central Sector Scheme Year of Commencement: 2013 Objectives of the scheme: i. Reduction in child and maternal mortality ii. Prevention and control of communicable and non-communicable diseases, including locally endemic diseases. iii. Access to integrated comprehensive primary health care. iv. Population stabilisation, gender and demographic balance. v. Revitalize local health traditions & mainstream AYUSH. vi. Universal access to public services for food and nutrition, sanitation and hygiene and universal access to public health care services with emphasis on services addressing women‟s and children‟s health and universal immunisation. vii. Promotion of healthy life styles. Salient features The National Health Mission (NHM) encompasses its two Sub-Missions, the National Rural Health Mission (NRHM) and the National Urban Health Mission (NUHM). NHM has six financing components: 1. NRHM -RCH Flexipool 2. NUHM Flexipool 3. Flexible pool for Communicable disease 4. Flexible pool for Non communicable disease including Injury and Trauma 5. Infrastructure Maintenance and 6. Family Welfare Central Sector component The main programmatic components include 1. Health System Strengthening in rural and urban areas 2. Reproductive -Maternal - Neonatal -Child and Adolescent Health (RMNCH+A) 3. Communicable and Non-Communicable Diseases. Under NHM, support to States/UTs is provided for five key programmatic components: 151 (i) Health Systems Strengthening including infrastructure, human resource, drugs & equipment, ambulances, MMUs, ASHAs etc under National Rural Health"
pdf_Farming_Schemes_0261_000261,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,261,220,50,220,1419,"and urban areas 2. Reproductive -Maternal - Neonatal -Child and Adolescent Health (RMNCH+A) 3. Communicable and Non-Communicable Diseases. Under NHM, support to States/UTs is provided for five key programmatic components","and urban areas 2. Reproductive -Maternal - Neonatal -Child and Adolescent Health (RMNCH+A) 3. Communicable and Non-Communicable Diseases. Under NHM, support to States/UTs is provided for five key programmatic components: 151 (i) Health Systems Strengthening including infrastructure, human resource, drugs & equipment, ambulances, MMUs, ASHAs etc under National Rural Health Mission (NRHM) and National Urban Health Mission (NUHM). (ii) Reproductive, Maternal, Newborn, Child and Adolescent Health Services (RMNCH + A) (iii) Communicable Disease Control Programmes (iv) Non-Communicable Diseases Control Programme interventions upto District Hospital level (v) Infrastructure Maintenance - to support salary of ANMs and LHVs etc. Targets as per NHM Framework for Implementation Sl.no. Targets (2012 -17) Achievements 1 Reduce IMR to 25/1000 live births IMR has reduced to 37 in 2015 (SRS). 2 Reduce MMR to 100/1,00,000 live births MMR has reduced to 167 in 2011 -13 (SRS). 3 Reduce TFR to 2.1 TFR has reduced to 2.3 in 2014 (SRS). 4 Reduce annual prevalence and mortality from Tuberculosis by half Tuberculosis Prevalence and mortality reduced to half as compared to 1990 level. Incidence reduced from 300 / lakh in 1990 to 217/ lakh in 2015 Mortality reduced from 76/ lakh in 1990 to 32/ lakh in 2015 Data Source : WHO Global TB report 2016 5 Reduce prevalence rate of Leprosy to <1/10000 population in all districts."
pdf_Farming_Schemes_0262_000262,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,262,220,50,220,1383,as compared to 1990 level. Incidence reduced from 300 / lakh in 1990 to 217/ lakh in 2015 Mortality reduced from 76/ lakh in 1990 to 32/ lakh in 2015 Data Source : WHO Global TB report 2016 5 Reduce prevalence rate of Le,"as compared to 1990 level. Incidence reduced from 300 / lakh in 1990 to 217/ lakh in 2015 Mortality reduced from 76/ lakh in 1990 to 32/ lakh in 2015 Data Source : WHO Global TB report 2016 5 Reduce prevalence rate of Leprosy to <1/10000 population in all districts. Prevalence rate of Leprosy reduced to Less than 1/10000 population in 551 Districts as on 31st March 2016. 6 Annual Malaria Incidence to be <1/1000 Annual Malaria Incidence is 0.67 in 2016.(Prov) 7 Less than 1 per cent microfilaria prevalence in all districts Out of 256 LF endemic districts, 222 districts have reported Mf rate less than 1% as per reports of 2016. 8 Kala -Azar Elimination by 2015, <1 case per 10000 population in all blocks Out of 628 endemic blocks 492 (78%) have already achieved elimination till 2016. 152 Funding Pattern Funding pattern is through flexible pools, viz., NRHM -RCH Flexible Pool, NUHM Flexible Pool, Flexible pool for Communicable Diseases, Flexible Pool for Non -communicable Diseases, Injury and Trauma and Infrastructure maintenance schemes. Eligibility: Rural and Urban Areas. Area of Operation All States and Union Territories For detail Information visit: http://nhm.gov.in/nhm/about -nhm.html 11.14 Name of Scheme: Rashtriya Bal Swasthya Karyakram (RBSK) Rashtriya Bal Swasthya Karyakram was launched in February 2013. It is technically called ‘Child Health Screening and"
pdf_Farming_Schemes_0263_000263,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,263,220,50,220,1513,Trauma and Infrastructure maintenance schemes. Eligibility: Rural and Urban Areas. Area of Operation All States and Union Territories For detail Information visit: http://nhm.gov.in/nhm/about -nhm.html 11.14 Name of Sche,"Trauma and Infrastructure maintenance schemes. Eligibility: Rural and Urban Areas. Area of Operation All States and Union Territories For detail Information visit: http://nhm.gov.in/nhm/about -nhm.html 11.14 Name of Scheme: Rashtriya Bal Swasthya Karyakram (RBSK) Rashtriya Bal Swasthya Karyakram was launched in February 2013. It is technically called ‘Child Health Screening and Early Intervention Services’ . This programme has been launched under National Rural Health Mission initiated by the Ministry of Health and Family Welfare. Type of scheme: Central Sector Scheme Year of Commencement: 2013 Objectives of the scheme: Rashtriya Bal Swasthya Karyakram (RBSK) is an important initiative aiming at early identification and early intervention for children from birth to 18 years to cover 4 „D‟s viz. Defects at birth, Deficiencies, Diseases, Development delays including disability. Salient features: The Operational Guidelines outline the following mechanism to reach all the target groups of children for health screening For new born: Facility -based newborn screening at public health facilities, by existing health manpower & Community based newborn screening at home through ASHAs for newborn till 6 weeks of age during home visitation. For children 6 weeks to 6 years: Anganwadi Center based screening by the dedicated Mobile Health Teams. For children 6 years to 18 years : Government and Government aided school based screening by dedicated Mobile Health Teams. 153 Facility based newborn screening"
pdf_Farming_Schemes_0264_000264,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,264,220,50,220,1476,till 6 weeks of age during home visitation. For children 6 weeks to 6 years: Anganwadi Center based screening by the dedicated Mobile Health Teams. For children 6 years to 18 years : Government and Government aided schoo,"till 6 weeks of age during home visitation. For children 6 weeks to 6 years: Anganwadi Center based screening by the dedicated Mobile Health Teams. For children 6 years to 18 years : Government and Government aided school based screening by dedicated Mobile Health Teams. 153 Facility based newborn screening This includes screening of birth defects in institutional deliveries at public health facilities, especially at the designated delivery points by ANMs, Medical Officers/ Gynaecologists. Existing health service providers at all designated delivery points will be trained to detect, register report and refer birth defects to the District Early Intervention Centers in District Hospitals. Community Based Newborn Screening (age 0-6 weeks) for Birth Defect Accredited Social Health Activists (ASHAs) during home visits for newborn care will use the opportunity to screen the babies born at home and the institutions till six weeks of age. ASHAs will be trained with simple tools for detecting gross birth defects. Further ASHAs will mobilise caregivers of children to attend the local Anganwadi Centers for screening by the dedicated Mobile Health Team. In order to ensure improved and enhanced outcome of the screening programme by Mobile Health Teams, ASHAs would particularly mobilise the children with low birth weight, underweight and children from households known to have any chronic illness (e.g., tuberculosis, HIV,haemoglobinopathy etc.). Line lists maintained"
pdf_Farming_Schemes_0265_000265,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,265,220,50,220,1356,"by the dedicated Mobile Health Team. In order to ensure improved and enhanced outcome of the screening programme by Mobile Health Teams, ASHAs would particularly mobilise the children with low birth weight, underweight a","by the dedicated Mobile Health Team. In order to ensure improved and enhanced outcome of the screening programme by Mobile Health Teams, ASHAs would particularly mobilise the children with low birth weight, underweight and children from households known to have any chronic illness (e.g., tuberculosis, HIV,haemoglobinopathy etc.). Line lists maintained by the ANMs and AWWs would also be used to mobilise children. Screening of Children Aged 6 Weeks till 6 Years Attending Anganwadi Centers Children in the age groups six weeks to six years of age will be examined in the Anganwadi Centers by the dedicated Mobile Health Teams. Screening of Children Enrolled in Government and Government aided schools For children in the age groups 6 to 18 years, who will be screened in Government and Government -aided schools, the Block will be the hub of activity for the programme. At least three dedicated Mobile Health Teams in each Block will be engaged to conduct screening of children. Villages within the jurisdiction of the Block would be distributed amongst the mobile health teams. The number of teams may vary depending on the number of Anganwadi Centers, difficult -to-reach areas and children enrolled in the schools. The screening of children in the Anganwadi Centers would be conducted at least twice a year and at least once a year for school children"
pdf_Farming_Schemes_0266_000266,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,266,220,50,220,1416,"mobile health teams. The number of teams may vary depending on the number of Anganwadi Centers, difficult -to-reach areas and children enrolled in the schools. The screening of children in the Anganwadi Centers would be ","mobile health teams. The number of teams may vary depending on the number of Anganwadi Centers, difficult -to-reach areas and children enrolled in the schools. The screening of children in the Anganwadi Centers would be conducted at least twice a year and at least once a year for school children to begin with. There is also a provision for engaging a Block Programme Manager for providing logistic support and for monitoring the entire health screening process. The Block Programme Manager is also expected to ensure referral support and manage compilation of the data. The Block teams will work under the overall guidance and supervision of the CHC Medical Officer. The Block Programme Manager will chalk out a detailed screening plan for all the three teams in consultation with schools, Anganwadi Centers and CHC Medical Officer. District Early Intervention Center (DEIC) An Early Intervention Center will be established at the District Hospital. The purpose of Early Intervention Center is to provide referral support to children detected with health conditions during health screening. A team consisting of Paediatrician, Medical officer, Staff Nurses, Paramedics will be engaged to provide services. There is also a provision for engaging a 154 manager who would carry out mapping of tertiary care facilities in Government institutions for ensuring adequate referral support. The funds will be provided under"
pdf_Farming_Schemes_0267_000267,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,267,220,50,220,1536,"screening. A team consisting of Paediatrician, Medical officer, Staff Nurses, Paramedics will be engaged to provide services. There is also a provision for engaging a 154 manager who would carry out mapping of tertiary c","screening. A team consisting of Paediatrician, Medical officer, Staff Nurses, Paramedics will be engaged to provide services. There is also a provision for engaging a 154 manager who would carry out mapping of tertiary care facilities in Government institutions for ensuring adequate referral support. The funds will be provided under NRHM for management at the tertiary level at the rates fixed by the State Governments in consultation with the Ministry of Health and Family Welfare. Children and students presumptively diagnosed to have a disease/ deficiency/disability/ defect and who require confirmatory tests or further examination will be referred to the designated tertiary level public sector health facilities through the DEICs. The DEIC would promptly respond to and manage all issues related to developmental delays, hearing defects, vision impairment, neuro -motor disorders, speech and language delay, autism and cognitive impairment. Beside this, the team at DEICs will also be involved in newborn screening at the District level. This Center would have the basic facilities to conduct tests for hearing, vision, neurological tests and behavioural assessment. The States/UTs would conduct mapping to identify public health institutions through collaborative partners for provision of specialized tests and services. Private sector partnership/ NGOs providing specialised services can also be explored in case services at public health institutions providing tertiary care are not available. Accredited health institutions"
pdf_Farming_Schemes_0268_000268,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,268,220,50,220,1566,and behavioural assessment. The States/UTs would conduct mapping to identify public health institutions through collaborative partners for provision of specialized tests and services. Private sector partnership/ NGOs pro,"and behavioural assessment. The States/UTs would conduct mapping to identify public health institutions through collaborative partners for provision of specialized tests and services. Private sector partnership/ NGOs providing specialised services can also be explored in case services at public health institutions providing tertiary care are not available. Accredited health institutions will be reimbursed for the specialised service provided as per the agreed cost of tests or treatment packages. Health conditions to be screened: Child Health Screening and Early Intervention Services under RBSK envisages to cover 30 selected health conditions for Screening, early detection and free management. States and UTs may also include diseases namely hypothyroidism, Sickle cell anaemia and Beta Thalassemia based on epidemiological situation and availability of testing and specialized support facilities within State and UTs. Selected Health Conditions for Child Health Screening & Early Intervention Services Defects at Birth Deficiencies 1. Neural tube defect 2. Down's Syndrome 3. Cleft Lip & Palate / Cleft palate alone 4. Talipes (club foot) 5. Developmental dysplasia of the hip 6. Congenital cataract 7. Congenital deafness 8. Congenital heart diseases 9. Retinopathy of Prematurity 10. Anaemia especially Severe anaemia 11. Vitamin A deficiency (Bitot spot) 12. Vitamin D Deficiency, (Rickets) 13. Severe Acute Malnutrition 14. Goiter Diseases of Childhood Developmental delays and Disabilities 155 15. Skin conditions (Scabies, fungal infection and Eczema)"
pdf_Farming_Schemes_0269_000269,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,269,220,50,220,1592,"cataract 7. Congenital deafness 8. Congenital heart diseases 9. Retinopathy of Prematurity 10. Anaemia especially Severe anaemia 11. Vitamin A deficiency (Bitot spot) 12. Vitamin D Deficiency, (Rickets) 13. Severe Acute ","cataract 7. Congenital deafness 8. Congenital heart diseases 9. Retinopathy of Prematurity 10. Anaemia especially Severe anaemia 11. Vitamin A deficiency (Bitot spot) 12. Vitamin D Deficiency, (Rickets) 13. Severe Acute Malnutrition 14. Goiter Diseases of Childhood Developmental delays and Disabilities 155 15. Skin conditions (Scabies, fungal infection and Eczema) 16. Otitis Media 17. Rheumatic heart disease 18. Reactive airway disease 19.Dental conditions 20. Convulsive disorders 21. Vision Impairment 22. Hearing Impairment 23. Neuro -motor Impairment 24. Motor delay 25. Cognitive delay 26. Language delay 27. Behavior disorder (Autism) 28. Learning disorder 29. Attention deficit hyperactivity disorder 30. Congenital Hypothyroidism, Sickle Cell Anemia, Beta Thalassemia (Optional) Eligibility: Children of 0-6 years of age in rural areas and urban slums in addition to children enrolled in classes 1st to 12th in Government and Government aided Schools. Area of Operation : All States and Union Territories For detail Information visit: http://nhm.gov.in/images/pdf/programmes/RBSK/Operational_Guidelines/Operational%20Gu idelines_RBSK.pdf 11.15 Name of Scheme: Home Based Newborn Care (HBNC) Home Based New Born Care (HBNC) is a scheme of Ministry of Health, launched to incentivize Accredited social health activists (ASHA) for providing Home Based Newborn Care. Type of scheme: Central Sector Scheme Year of Commencement: 2011 Objectives of the scheme: The major objective of HBNC is to decrease neonatal mortality and morbidity through: • The provision of essential newborn care"
pdf_Farming_Schemes_0270_000270,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,270,220,50,220,1318,"of Health, launched to incentivize Accredited social health activists (ASHA) for providing Home Based Newborn Care. Type of scheme: Central Sector Scheme Year of Commencement: 2011 Objectives of the scheme: The major obj","of Health, launched to incentivize Accredited social health activists (ASHA) for providing Home Based Newborn Care. Type of scheme: Central Sector Scheme Year of Commencement: 2011 Objectives of the scheme: The major objective of HBNC is to decrease neonatal mortality and morbidity through: • The provision of essential newborn care to all newborns and the prevention of complications • Early detection and special care of preterm and low birth weight newborns • Early identification of illness in the newborn and provision of appropriate care and referral • Support the family for adoption of healthy practices and build confidence and skills of the mother to safeguard her health and that of the newborn. Salient features: 156 The key activities in HBNC constitute the provision of: • Care for every newborn through a series of home visits by a ASHA in the first six weeks of life. In most state contexts this health worker is the ASHA. • Information and skills to the mother and family of every newborn to ensure better health outcomes. • An examination of every newborn for prematurity and low birth weight. • Extra home visits for preterm and low birth weight babies by the ASHA or ANM, and referred for appropriate care as defined in the protocols. • Early identification of illness in the newborn and provision"
pdf_Farming_Schemes_0271_000271,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,271,220,50,220,1355,"health outcomes. • An examination of every newborn for prematurity and low birth weight. • Extra home visits for preterm and low birth weight babies by the ASHA or ANM, and referred for appropriate care as defined in the","health outcomes. • An examination of every newborn for prematurity and low birth weight. • Extra home visits for preterm and low birth weight babies by the ASHA or ANM, and referred for appropriate care as defined in the protocols. • Early identification of illness in the newborn and provision of appropriate care at home or referral as defined in the protocols.. • Follow up for sick newborns after they are discharged from facilities. • Counselling the mother on postpartum care, recognition of postpartum complications and enabling referral • Counselling the mother for adoption of an appropriate family planning method. In case of those deliveries that occur on the way to the health institutions or at home out of choice, despite motivation for institutional delivery, the ASHA must be equipped with the skills and competencies required to provide appropriate newborn care. Support to the ASHA to ensure positive newborn health outcomes: For the ASHA to be effective in providing HBNC and to enable reductions in neonatal mortality, the following support needs to be provided: Payments: Training in round one of Module 6 &7 (Details in link below) equips ASHAs with the skills required for Home based new born care such as hand washing, measuring temperature of newborn, weighing of new born, post natal care, managing hypothermia etc. All ASHAs who"
pdf_Farming_Schemes_0272_000272,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,272,220,50,220,1190,"needs to be provided: Payments: Training in round one of Module 6 &7 (Details in link below) equips ASHAs with the skills required for Home based new born care such as hand washing, measuring temperature of newborn, weig","needs to be provided: Payments: Training in round one of Module 6 &7 (Details in link below) equips ASHAs with the skills required for Home based new born care such as hand washing, measuring temperature of newborn, weighing of new born, post natal care, managing hypothermia etc. All ASHAs who have completed training of Round one of Module 6 &7 are eligible to undertake the HBNC visits and are entitled for the HBNC incentive. The ASHA is to be paid Rs. 250 for conducting home visits for the care of the newborn and post partum mother. HBNC incentive is applicable per newborn, thus in cases of twins or triplets the incentive amount for ASHA would be two times of the regular HBNC incentive of Rs. 250 (i.e, Rs.500) or three times of Rs. 250 (i.e,Rs. 750) respectively. The schedule of payment is as follows: • Six visits in the case of institutional delivery (Days 3, 7, 14, 21, 28 and 42), and • Seven visits in the case of home delivery (Day 1, 3, 7, 14, 21, 28, and 42). • In cases of Caesarean section delivery, where the mother returns home after 5 -6days, ASHAs are entitled to full incentive of Rs. 250 if she completes all five visits starting from Day 7 to Day 42. • In cases"
pdf_Farming_Schemes_0273_000273,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,273,220,50,220,1252,"delivery (Day 1, 3, 7, 14, 21, 28, and 42). • In cases of Caesarean section delivery, where the mother returns home after 5 -6days, ASHAs are entitled to full incentive of Rs. 250 if she completes all five visits startin","delivery (Day 1, 3, 7, 14, 21, 28, and 42). • In cases of Caesarean section delivery, where the mother returns home after 5 -6days, ASHAs are entitled to full incentive of Rs. 250 if she completes all five visits starting from Day 7 to Day 42. • In cases when a newborn is discharged from SNCU, ASHAs are eligible to full incentive amount of Rs. 250 for completing the remaining visits. In addition, ASHAs are also eligible for an incentive of Rs. 50 for monthly follow up of low birth weight babies and newborns discharged from SNCU (as approved by MSG of the National Health Mission on December 6th , 2013). The low birth weights are followed up for two years and SNCU discharged babies for one year. • In cases where the woman delivers at her maternal house and returns to her husband‟s house, two ASHAs undertake the HBNC visits i.e, one at maternal house immediately after delivery and another one at husband‟s house when the newborn returns home or vice 157 Salient features: NUHM would endeavour to achieve its goal through: - i) Need based city specific urban health care system to meet the diverse health care needs of the urban poor and other vulnerable sections. ii) Institutional mechanism and management systems to meet the health -related"
pdf_Farming_Schemes_0274_000274,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,274,220,50,220,1458,home or vice 157 Salient features: NUHM would endeavour to achieve its goal through: - i) Need based city specific urban health care system to meet the diverse health care needs of the urban poor and other vulnerable sec,"home or vice 157 Salient features: NUHM would endeavour to achieve its goal through: - i) Need based city specific urban health care system to meet the diverse health care needs of the urban poor and other vulnerable sections. ii) Institutional mechanism and management systems to meet the health -related challenges of a rapidly growing urban population. versa. In such cases the HBNC incentive of Rs. 250 can be divided in to two parts in a way that each ASHA who completes 3 visits or more is entitled to Rs. 125. This would be done only after ANM/ASHA Facilitator have visited the household and verified the home visits. In these instances, if an ASHA undertakes less than 3 visits she would not be entitled for the HBNC incentive. The other ASHA completing five or more visits in this case would get the whole amount of Rs. 250. Eligibility: Accredited social health activists (ASHA) Area of Operation: All States and Union Territories For detail Information visit: http://nhm.gov.in/images/pdf/programmes/child - health/guidelines/Revised_Home_Based_New_Born_Care_Operational_Guidelines_2014.pdf 11.16 Name of Scheme: National Urban Health Mission (NUHM) National Urban Health Mission (NUHM) a sub -mission under an overarching National Health Mission (NHM) was launched to address healthcare needs of urban population, particularly urban poor, with special focus on slum dwellers and vulnerable population like homeless, rag - pickers, migrant workers"
pdf_Farming_Schemes_0275_000275,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,275,220,50,220,1514,"of Scheme: National Urban Health Mission (NUHM) National Urban Health Mission (NUHM) a sub -mission under an overarching National Health Mission (NHM) was launched to address healthcare needs of urban population, particu","of Scheme: National Urban Health Mission (NUHM) National Urban Health Mission (NUHM) a sub -mission under an overarching National Health Mission (NHM) was launched to address healthcare needs of urban population, particularly urban poor, with special focus on slum dwellers and vulnerable population like homeless, rag - pickers, migrant workers etc. Type of scheme: Central Sector Scheme Year of Commencement: 2013 Objectives of the scheme: The National Urban Health Mission would aim to improve the health status of the urban population in general, but particularly of the poor and other disadvantaged sections, by facilitating equitable access to quality health care through a revamped public health system, partnerships, community based mechanism with the active involvement of the urban local bodies. 158 Funding Pattern: The centre -state funding pattern will be 75:25 for all the States except North -Eastern states including Sikkim and other special category states of Jammu & Kashmir, Himachal Pradesh and Uttarakhand, for whom the centre -state funding pattern will be 90:10. Eligibility: NUHM would cover cities and towns with more than 50,000 population as well as District Headquarters having population between 30,000 – 50,000, Area of Operation: All States and Union Territories For detail Information visit: https://nhm.gov.in/images/pdf/NUHM/Implementation_Framework_NUHM.pdf 11.17 Name of Scheme: Revised National TB Control Programme (RNTCP) To eliminate TB in India by 2025, five years ahead of"
pdf_Farming_Schemes_0276_000276,pdf,Farming_Schemes,Farming_Schemes_pdf.txt,/content/drive/MyDrive/Colab Notebooks/Shruti/AgriGenius_Project/outputs/run_20260209_185402/text_extracted/Farming_Schemes_pdf.txt,276,220,50,220,1514,"with more than 50,000 population as well as District Headquarters having population between 30,000 – 50,000, Area of Operation: All States and Union Territories For detail Information visit: https://nhm.gov.in/images/pdf","with more than 50,000 population as well as District Headquarters having population between 30,000 – 50,000, Area of Operation: All States and Union Territories For detail Information visit: https://nhm.gov.in/images/pdf/NUHM/Implementation_Framework_NUHM.pdf 11.17 Name of Scheme: Revised National TB Control Programme (RNTCP) To eliminate TB in India by 2025, five years ahead of the global target, a framework to guide the activities of all stakeholders including the national and state governments, development partners, civil society organizations, international agencies, research institutions, private sector, and many others whose work is relevant to TB elimination in India is formulated by RNTCP as National Strategic Plan for Tuberculosis Elimination 2017 -2025. Type of scheme : Central Sector Scheme Year of Commencement: 2017 Objectives: 1. To achieve and maintain a cure rate of at least 85% among newly detected infectious (new sputum smear positive) cases. 2. To achieve and maintain detection of at least 70% of such cases in the population. iii) Partnership with community and local bodies for a more proactive involvement in planning, implementation, and monitoring of health activities. iv) Availability of resources for providing essential primary health care to urban poor. v) Partnerships with NGOs, for profit and not for profit health service providers and other stakeholders. 159 Salient features : RNTCP has released a „National strategic plan for tuberculosis 2017 -2025‟ (NSP) for the"
